preDexNum,preId,preFormKey,evoDexNum,evoId,evoFormKey,en,es-ES,es-419,fr,it,de,zh-Hans,zh-Hant,pt-BR,ko,ja,ca,eu,da,th,tr,ro,ru,id,hi,tl,nb-NO,sv,uk,vi,pl
602,TYNAMO,,603,EELEKTRIK,,At Level 39,Al Nv.39,At Level 39,Au N. 39,Al Livello 39,Auf Lv. 39,在等级39,在等級39,No Nível 39,레벨 39,Lv.39で,Al nivell 39,At Level 39,At Level 39,At Level 39,At Level 39,At Level 39,На 39 Ур.,At Level 39,At Level 39,At Level 39,At Level 39,Vid nivå 39,At Level 39,Ở Cấp 39,Na Poziomie 39
603,EELEKTRIK,,604,EELEKTROSS,,Use the Thunder Stone (Great),Usa Piedra Trueno (Súper),Use the Piedra Trueno (Great),Avec l’objet Pierre Foudre (Super),Con l’oggetto Pietratuono(Mega),Benötigt Donnerstein (Super),使用雷之石 (超级球),使用雷之石 (超級球),Use Pedra do Trovão (Super),아이템 사용: 천둥의돌 (슈퍼),かみなりのいし (スーパー)を 使う,Utilitza l’objecte Thunder Stone (Súper),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Yıldırım Taşı (Great),Use the Thunder Stone (Great),Используйте Громовой Камень Мега,Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Använd förmålet Åsksten (Super),Use the Електро-Камінь (Great),Sử dụng vật phẩm Thunder Stone (Great),Use the Thunder Stone (Great)
605,ELGYEM,,606,BEHEEYEM,,At Level 42,Al Nv.42,At Level 42,Au N. 42,Al Livello 42,Auf Lv. 42,在等级42,在等級42,No Nível 42,레벨 42,Lv.42で,Al nivell 42,At Level 42,At Level 42,At Level 42,At Level 42,At Level 42,На 42 Ур.,At Level 42,At Level 42,At Level 42,At Level 42,Vid nivå 42,At Level 42,Ở Cấp 42,Na Poziomie 42
607,LITWICK,,608,LAMPENT,,At Level 41,Al Nv.41,At Level 41,Au N. 41,Al Livello 41,Auf Lv. 41,在等级41,在等級41,No Nível 41,레벨 41,Lv.41で,Al nivell 41,At Level 41,At Level 41,At Level 41,At Level 41,At Level 41,На 41 Ур.,At Level 41,At Level 41,At Level 41,At Level 41,Vid nivå 41,At Level 41,Ở Cấp 41,Na Poziomie 41
608,LAMPENT,,609,CHANDELURE,,Use the Dusk Stone (Great),Usa Piedra Noche (Súper),Use the Piedra Noche (Great),Avec l’objet Pierre Nuit (Super),Con l’oggetto Neropietra(Mega),Benötigt Finsterstein (Super),使用暗之石 (超级球),使用暗之石 (超級球),Use Pedra do Crepúsculo (Super),아이템 사용: 어둠의돌 (슈퍼),やみのいし (スーパー)を 使う,Utilitza l’objecte Dusk Stone (Súper),Use the Dusk Stone (Great),Use the Dusk Stone (Great),Use the Dusk Stone (Great),Use the Dusk Stone (Great),Use the Dusk Stone (Great),Используйте Сумеречный Камень Мега,Use the Dusk Stone (Great),Use the Dusk Stone (Great),Use the Dusk Stone (Great),Use the Dusk Stone (Great),Använd förmålet Skuggsten (Super),Use the Сутінковий Камінь (Great),Sử dụng vật phẩm Dusk Stone (Great),Use the Dusk Stone (Great)
610,AXEW,,611,FRAXURE,,At Level 38,Al Nv.38,At Level 38,Au N. 38,Al Livello 38,Auf Lv. 38,在等级38,在等級38,No Nível 38,레벨 38,Lv.38で,Al nivell 38,At Level 38,At Level 38,At Level 38,At Level 38,At Level 38,На 38 Ур.,At Level 38,At Level 38,At Level 38,At Level 38,Vid nivå 38,At Level 38,Ở Cấp 38,Na Poziomie 38
611,FRAXURE,,612,HAXORUS,,At Level 48,Al Nv.48,At Level 48,Au N. 48,Al Livello 48,Auf Lv. 48,在等级48,在等級48,No Nível 48,레벨 48,Lv.48で,Al nivell 48,At Level 48,At Level 48,At Level 48,At Level 48,At Level 48,На 48 Ур.,At Level 48,At Level 48,At Level 48,At Level 48,Vid nivå 48,At Level 48,Ở Cấp 48,Na Poziomie 48
613,CUBCHOO,,614,BEARTIC,,At Level 37,Al Nv.37,At Level 37,Au N. 37,Al Livello 37,Auf Lv. 37,在等级37,在等級37,No Nível 37,레벨 37,Lv.37で,Al nivell 37,At Level 37,At Level 37,At Level 37,At Level 37,At Level 37,На 37 Ур.,At Level 37,At Level 37,At Level 37,At Level 37,Vid nivå 37,At Level 37,Ở Cấp 37,Na Poziomie 37
616,SHELMET,,617,ACCELGOR,,If Karrablast has been caught|Use the Linking Cord (Great),Si Karrablast ha sido capturado|Usa Cordón Unión (Súper),If Karrablast has been caught|Use the Cordón Unión (Great),Si un Karrablast a été capturé|Avec l’objet Fil de Liaison (Super),Se Karrablast è stato catturato|Con l’oggetto Filo dell’unione(Mega),Wenn Karrablast gefangen wurde|Benötigt Linkkabel (Super),已捕获Karrablast|使用联系绳 (超级球),已捕獲Karrablast|使用聯繫繩 (超級球),Se Karrablast já foi capturado|Use Cabo de Conexão (Super),Karrablast[[가]] 도감에 등록되어 있어야 함|아이템 사용: 연결의끈 (슈퍼),Karrablastが 捕まっていれば|つながりのヒモ (スーパー)を 使う,If Karrablast has been caught|Utilitza l’objecte Linking Cord (Súper),If Karrablast has been caught|Use the Linking Cord (Great),If Karrablast has been caught|Use the Linking Cord (Great),If Karrablast has been caught|Use the Linking Cord (Great),If Karrablast has been caught|Use the Linking Cord (Great),If Karrablast has been caught|Use the Linking Cord (Great),Если Karrablast был(а) пойман(а)|Используйте Соединительный Шнур Мега,If Karrablast has been caught|Use the Linking Cord (Great),If Karrablast has been caught|Use the Linking Cord (Great),If Karrablast has been caught|Use the Linking Cord (Great),If Karrablast has been caught|Use the Linking Cord (Great),Om Karrablast har fångats|Använd förmålet Länkande lina (Super),If Karrablast has been caught|Use the З’єднувальний Шнур (Great),Nếu Karrablast đã được thu phục|Sử dụng vật phẩm Linking Cord (Great),If Karrablast has been caught|Use the Linking Cord (Great)
619,MIENFOO,,620,MIENSHAO,,At Level 50,Al Nv.50,At Level 50,Au N. 50,Al Livello 50,Auf Lv. 50,在等级50,在等級50,No Nível 50,레벨 50,Lv.50で,Al nivell 50,At Level 50,At Level 50,At Level 50,At Level 50,At Level 50,На 50 Ур.,At Level 50,At Level 50,At Level 50,At Level 50,Vid nivå 50,At Level 50,Ở Cấp 50,Na Poziomie 50
622,GOLETT,,623,GOLURK,,At Level 43,Al Nv.43,At Level 43,Au N. 43,Al Livello 43,Auf Lv. 43,在等级43,在等級43,No Nível 43,레벨 43,Lv.43で,Al nivell 43,At Level 43,At Level 43,At Level 43,At Level 43,At Level 43,На 43 Ур.,At Level 43,At Level 43,At Level 43,At Level 43,Vid nivå 43,At Level 43,Ở Cấp 43,Na Poziomie 43
624,PAWNIARD,,625,BISHARP,,At Level 52,Al Nv.52,At Level 52,Au N. 52,Al Livello 52,Auf Lv. 52,在等级52,在等級52,No Nível 52,레벨 52,Lv.52で,Al nivell 52,At Level 52,At Level 52,At Level 52,At Level 52,At Level 52,На 52 Ур.,At Level 52,At Level 52,At Level 52,At Level 52,Vid nivå 52,At Level 52,Ở Cấp 52,Na Poziomie 52
625,BISHARP,,983,KINGAMBIT,,Use the Leader’s Crest (Ultra),Usa Distintivo de Líder (Ultra),Use the Distintivo de Líder (Ultra),Avec l’objet Emblème du Général (Hyper),Con l’oggetto Simbolo del capo(Ultra),Benötigt Anführersymbol (Hyper),使用头领凭证 (高级球),使用頭領憑證 (究極),Use Distintivo de Líder (Ultra),아이템 사용: 대장의징표 (하이퍼),かしらのしるし (ハイパー)を 使う,Utilitza l’objecte Leader’s Crest (Últra),Use the Leader’s Crest (Ultra),Use the Leader’s Crest (Ultra),Use the Leader’s Crest (Ultra),Use the Leader’s Crest (Ultra),Use the Leader’s Crest (Ultra),Используйте Герб Вождя Ультра,Use the Leader’s Crest (Ultra),Use the Leader’s Crest (Ultra),Use the Leader’s Crest (Ultra),Use the Leader’s Crest (Ultra),Använd förmålet Ledares hjälmkam (Ultra),Use the Емблема Лідера (Ultra),Sử dụng vật phẩm Leader’s Crest (Ultra),Use the Leader’s Crest (Ultra)
627,RUFFLET,,6628,HISUI_BRAVIARY,,During Night or Dusk|At Level 54,Durante la noche o el anochecer|Al Nv.54,During Night or Dusk|At Level 54,De Nuit ou au Crépuscule|Au N. 54,Durante la Notte o al Tramonto|Al Livello 54,Während Nacht oder Abenddämmerung|Auf Lv. 54,在夜晚或黄昏|在等级54,在夜晚或黃昏|在等級54,Durante Noite ou Crepúsculo|No Nível 54,밤 또는 황혼|레벨 54,夜や夕方に|Lv.54で,Durant la Nit o el Vespre|Al nivell 54,During Night or Dusk|At Level 54,During Night or Dusk|At Level 54,During Night or Dusk|At Level 54,During Night or Dusk|At Level 54,During Night or Dusk|At Level 54,Ночью или в сумерках|На 54 Ур.,During Night or Dusk|At Level 54,During Night or Dusk|At Level 54,During Night or Dusk|At Level 54,During Night or Dusk|At Level 54,På natten eller skymningen|Vid nivå 54,During Night or Dusk|At Level 54,Vào Ban Đêm hoặc Hoàng Hôn|Ở Cấp 54,During Night or Dusk|Na Poziomie 54
627,RUFFLET,,628,BRAVIARY,,During Day or Dawn|At Level 54,Durante el día o el amanecer|Al Nv.54,During Day or Dawn|At Level 54,De Jour ou à l’Aube|Au N. 54,Durante il Giorno o l’Alba|Al Livello 54,Während Tag oder Morgengrauen|Auf Lv. 54,在白天或黎明|在等级54,在白天或黎明|在等級54,Durante Dia ou Amanhecer|No Nível 54,낮 또는 새벽|레벨 54,昼や朝に|Lv.54で,Durant el Dia o l’Alba|Al nivell 54,During Day or Dawn|At Level 54,During Day or Dawn|At Level 54,During Day or Dawn|At Level 54,During Day or Dawn|At Level 54,During Day or Dawn|At Level 54,Днём или на рассвете|На 54 Ур.,During Day or Dawn|At Level 54,During Day or Dawn|At Level 54,During Day or Dawn|At Level 54,During Day or Dawn|At Level 54,På dagen eller gryningen|Vid nivå 54,During Day or Dawn|At Level 54,Vào Ban Ngày hoặc Bình Minh|Ở Cấp 54,Za Dnia lub o Świcie|Na Poziomie 54
629,VULLABY,,630,MANDIBUZZ,,At Level 54,Al Nv.54,At Level 54,Au N. 54,Al Livello 54,Auf Lv. 54,在等级54,在等級54,No Nível 54,레벨 54,Lv.54で,Al nivell 54,At Level 54,At Level 54,At Level 54,At Level 54,At Level 54,На 54 Ур.,At Level 54,At Level 54,At Level 54,At Level 54,Vid nivå 54,At Level 54,Ở Cấp 54,Na Poziomie 54
633,DEINO,,634,ZWEILOUS,,At Level 50,Al Nv.50,At Level 50,Au N. 50,Al Livello 50,Auf Lv. 50,在等级50,在等級50,No Nível 50,레벨 50,Lv.50で,Al nivell 50,At Level 50,At Level 50,At Level 50,At Level 50,At Level 50,На 50 Ур.,At Level 50,At Level 50,At Level 50,At Level 50,Vid nivå 50,At Level 50,Ở Cấp 50,Na Poziomie 50
634,ZWEILOUS,,635,HYDREIGON,,At Level 64,Al Nv.64,At Level 64,Au N. 64,Al Livello 64,Auf Lv. 64,在等级64,在等級64,No Nível 64,레벨 64,Lv.64で,Al nivell 64,At Level 64,At Level 64,At Level 64,At Level 64,At Level 64,На 64 Ур.,At Level 64,At Level 64,At Level 64,At Level 64,Vid nivå 64,At Level 64,Ở Cấp 64,Na Poziomie 64
636,LARVESTA,,637,VOLCARONA,,At Level 59,Al Nv.59,At Level 59,Au N. 59,Al Livello 59,Auf Lv. 59,在等级59,在等級59,No Nível 59,레벨 59,Lv.59で,Al nivell 59,At Level 59,At Level 59,At Level 59,At Level 59,At Level 59,На 59 Ур.,At Level 59,At Level 59,At Level 59,At Level 59,Vid nivå 59,At Level 59,Ở Cấp 59,Na Poziomie 59
650,CHESPIN,,651,QUILLADIN,,At Level 16,Al Nv.16,At Level 16,Au N. 16,Al Livello 16,Auf Lv. 16,在等级16,在等級16,No Nível 16,레벨 16,Lv.16で,Al nivell 16,At Level 16,At Level 16,At Level 16,At Level 16,At Level 16,На 16 Ур.,At Level 16,At Level 16,At Level 16,At Level 16,Vid nivå 16,At Level 16,Ở Cấp 16,Na Poziomie 16
651,QUILLADIN,,652,CHESNAUGHT,,At Level 36,Al Nv.36,At Level 36,Au N. 36,Al Livello 36,Auf Lv. 36,在等级36,在等級36,No Nível 36,레벨 36,Lv.36で,Al nivell 36,At Level 36,At Level 36,At Level 36,At Level 36,At Level 36,На 36 Ур.,At Level 36,At Level 36,At Level 36,At Level 36,Vid nivå 36,At Level 36,Ở Cấp 36,Na Poziomie 36
653,FENNEKIN,,654,BRAIXEN,,At Level 16,Al Nv.16,At Level 16,Au N. 16,Al Livello 16,Auf Lv. 16,在等级16,在等級16,No Nível 16,레벨 16,Lv.16で,Al nivell 16,At Level 16,At Level 16,At Level 16,At Level 16,At Level 16,На 16 Ур.,At Level 16,At Level 16,At Level 16,At Level 16,Vid nivå 16,At Level 16,Ở Cấp 16,Na Poziomie 16
654,BRAIXEN,,655,DELPHOX,,At Level 36,Al Nv.36,At Level 36,Au N. 36,Al Livello 36,Auf Lv. 36,在等级36,在等級36,No Nível 36,레벨 36,Lv.36で,Al nivell 36,At Level 36,At Level 36,At Level 36,At Level 36,At Level 36,На 36 Ур.,At Level 36,At Level 36,At Level 36,At Level 36,Vid nivå 36,At Level 36,Ở Cấp 36,Na Poziomie 36
656,FROAKIE,,657,FROGADIER,,At Level 16,Al Nv.16,At Level 16,Au N. 16,Al Livello 16,Auf Lv. 16,在等级16,在等級16,No Nível 16,레벨 16,Lv.16で,Al nivell 16,At Level 16,At Level 16,At Level 16,At Level 16,At Level 16,На 16 Ур.,At Level 16,At Level 16,At Level 16,At Level 16,Vid nivå 16,At Level 16,Ở Cấp 16,Na Poziomie 16
657,FROGADIER,,658,GRENINJA,,At Level 36,Al Nv.36,At Level 36,Au N. 36,Al Livello 36,Auf Lv. 36,在等级36,在等級36,No Nível 36,레벨 36,Lv.36で,Al nivell 36,At Level 36,At Level 36,At Level 36,At Level 36,At Level 36,На 36 Ур.,At Level 36,At Level 36,At Level 36,At Level 36,Vid nivå 36,At Level 36,Ở Cấp 36,Na Poziomie 36
659,BUNNELBY,,660,DIGGERSBY,,At Level 20,Al Nv.20,At Level 20,Au N. 20,Al Livello 20,Auf Lv. 20,在等级20,在等級20,No Nível 20,레벨 20,Lv.20で,Al nivell 20,At Level 20,At Level 20,At Level 20,At Level 20,At Level 20,На 20 Ур.,At Level 20,At Level 20,At Level 20,At Level 20,Vid nivå 20,At Level 20,Ở Cấp 20,Na Poziomie 20
661,FLETCHLING,,662,FLETCHINDER,,At Level 17,Al Nv.17,At Level 17,Au N. 17,Al Livello 17,Auf Lv. 17,在等级17,在等級17,No Nível 17,레벨 17,Lv.17で,Al nivell 17,At Level 17,At Level 17,At Level 17,At Level 17,At Level 17,На 17 Ур.,At Level 17,At Level 17,At Level 17,At Level 17,Vid nivå 17,At Level 17,Ở Cấp 17,Na Poziomie 17
662,FLETCHINDER,,663,TALONFLAME,,At Level 35,Al Nv.35,At Level 35,Au N. 35,Al Livello 35,Auf Lv. 35,在等级35,在等級35,No Nível 35,레벨 35,Lv.35で,Al nivell 35,At Level 35,At Level 35,At Level 35,At Level 35,At Level 35,На 35 Ур.,At Level 35,At Level 35,At Level 35,At Level 35,Vid nivå 35,At Level 35,Ở Cấp 35,Na Poziomie 35
664,SCATTERBUG,,665,SPEWPA,,At Level 9,Al Nv.9,At Level 9,Au N. 9,Al Livello 9,Auf Lv. 9,在等级9,在等級9,No Nível 9,레벨 9,Lv.9で,Al nivell 9,At Level 9,At Level 9,At Level 9,At Level 9,At Level 9,На 9 Ур.,At Level 9,At Level 9,At Level 9,At Level 9,Vid nivå 9,At Level 9,Ở Cấp 9,Na Poziomie 9
665,SPEWPA,,666,VIVILLON,,At Level 12,Al Nv.12,At Level 12,Au N. 12,Al Livello 12,Auf Lv. 12,在等级12,在等級12,No Nível 12,레벨 12,Lv.12で,Al nivell 12,At Level 12,At Level 12,At Level 12,At Level 12,At Level 12,На 12 Ур.,At Level 12,At Level 12,At Level 12,At Level 12,Vid nivå 12,At Level 12,Ở Cấp 12,Na Poziomie 12
667,LITLEO,,668,PYROAR,,At Level 35,Al Nv.35,At Level 35,Au N. 35,Al Livello 35,Auf Lv. 35,在等级35,在等級35,No Nível 35,레벨 35,Lv.35で,Al nivell 35,At Level 35,At Level 35,At Level 35,At Level 35,At Level 35,На 35 Ур.,At Level 35,At Level 35,At Level 35,At Level 35,Vid nivå 35,At Level 35,Ở Cấp 35,Na Poziomie 35
669,FLABEBE,,670,FLOETTE,,At Level 19,Al Nv.19,At Level 19,Au N. 19,Al Livello 19,Auf Lv. 19,在等级19,在等級19,No Nível 19,레벨 19,Lv.19で,Al nivell 19,At Level 19,At Level 19,At Level 19,At Level 19,At Level 19,На 19 Ур.,At Level 19,At Level 19,At Level 19,At Level 19,Vid nivå 19,At Level 19,Ở Cấp 19,Na Poziomie 19
670,FLOETTE,,671,FLORGES,,Use the Shiny Stone (Great),Usa Piedra Día (Súper),Use the Piedra Día (Great),Avec l’objet Pierre Éclat (Super),Con l’oggetto Pietrabrillo(Mega),Benötigt Leuchtstein (Super),使用光之石 (超级球),使用光之石 (超級球),Use Pedra Brilhante (Super),아이템 사용: 빛의돌 (슈퍼),ひかりのいし (スーパー)を 使う,Utilitza l’objecte Shiny Stone (Súper),Use the Shiny Stone (Great),Use the Shiny Stone (Great),Use the Shiny Stone (Great),Use the Parlak Taş (Great),Use the Shiny Stone (Great),Используйте Сияющий Камень Мега,Use the Shiny Stone (Great),Use the Shiny Stone (Great),Use the Shiny Stone (Great),Use the Shiny Stone (Great),Använd förmålet Ljussten (Super),Use the Близкучий Камінь (Great),Sử dụng vật phẩm Shiny Stone (Great),Use the Shiny Stone (Great)
672,SKIDDO,,673,GOGOAT,,At Level 32,Al Nv.32,At Level 32,Au N. 32,Al Livello 32,Auf Lv. 32,在等级32,在等級32,No Nível 32,레벨 32,Lv.32で,Al nivell 32,At Level 32,At Level 32,At Level 32,At Level 32,At Level 32,На 32 Ур.,At Level 32,At Level 32,At Level 32,At Level 32,Vid nivå 32,At Level 32,Ở Cấp 32,Na Poziomie 32
674,PANCHAM,,675,PANGORO,,If a Dark-type Pokémon is in the party|At Level 32,Si un Pokémon de tipo Siniestro está en tu equipo|Al Nv.32,If a Siniestro-type Pokémon is in the party|At Level 32,S’il y a un Pokémon Ténèbres dans l’équipe|Au N. 32,Se c’è un Pokémon Buio in squadra|Al Livello 32,Solange ein Pokémon vom Typ Unlicht im Team ist|Auf Lv. 32,队伍中有恶属性宝可梦|在等级32,隊伍中有惡屬性寶可夢|在等級32,Se um Pokémon do tipo Sombrio estiver na equipe|No Nível 32,악 타입 포켓몬을 지니고 있어야 함|레벨 32,あくの ポケモンが 手持ちに 入っていれば|Lv.32で,Si hi ha un Pokémon tipus Sinistre a l’equip|Al nivell 32,If a Ilun-type Pokémon is in the party|At Level 32,If a Mørke-type Pokémon is in the party|At Level 32,If a ความมืด-type Pokémon is in the party|At Level 32,If a Karanlık-type Pokémon is in the party|At Level 32,If a Întuneric-type Pokémon is in the party|At Level 32,Если Покемон типа Тёмный находится в отряде|На 32 Ур.,If a Kegelapan-type Pokémon is in the party|At Level 32,If a डार्क-type Pokémon is in the party|At Level 32,If a Dilim-type Pokémon is in the party|At Level 32,If a Mørke-type Pokémon is in the party|At Level 32,Om en pokémon av typen Mörk finns i laget|Vid nivå 32,If a Темний-type Pokémon is in the party|At Level 32,Nếu có 1 Pokémon hệ Bóng Tối trong đội|Ở Cấp 32,If a Mroczny-type Pokémon is in the party|Na Poziomie 32
677,ESPURR,,678,MEOWSTIC,female,(♀ only)|At Level 25,(♀ solo)|Al Nv.25,(♀ only)|At Level 25,(♀ uniquement)|Au N. 25,(Solo ♀)|Al Livello 25,(Nur ♀)|Auf Lv. 25,(仅♀)|在等级25,(僅♀)|在等級25,(somente ♀)|No Nível 25,(♀ 한정)|레벨 25,(♀のみ)|Lv.25で,(només ♀)|Al nivell 25,(♀ only)|At Level 25,(♀ only)|At Level 25,(♀ only)|At Level 25,(♀ only)|At Level 25,(♀ only)|At Level 25,(Только ♀)|На 25 Ур.,(♀ only)|At Level 25,(♀ only)|At Level 25,(♀ only)|At Level 25,(♀ only)|At Level 25,(Endast ♀)|Vid nivå 25,(♀ only)|At Level 25,(chỉ ♀)|Ở Cấp 25,(Tylko ♀)|Na Poziomie 25
677,ESPURR,,678,MEOWSTIC,,(♂ only)|At Level 25,(♂ solo)|Al Nv.25,(♂ only)|At Level 25,(♂ uniquement)|Au N. 25,(Solo ♂)|Al Livello 25,(Nur ♂)|Auf Lv. 25,(仅♂)|在等级25,(僅♂)|在等級25,(somente ♂)|No Nível 25,(♂ 한정)|레벨 25,(♂のみ)|Lv.25で,(només ♂)|Al nivell 25,(♂ only)|At Level 25,(♂ only)|At Level 25,(♂ only)|At Level 25,(♂ only)|At Level 25,(♂ only)|At Level 25,(Только ♂)|На 25 Ур.,(♂ only)|At Level 25,(♂ only)|At Level 25,(♂ only)|At Level 25,(♂ only)|At Level 25,(Endast ♂)|Vid nivå 25,(♂ only)|At Level 25,(chỉ ♂)|Ở Cấp 25,(Tylko ♂)|Na Poziomie 25
