dexNum,speciesId,preFormKey,evoFormKey,en,es-ES,es-419,fr,de,it,pr-BR,ko,ja,zh-Hans,zh-Hant,th,ca,eu,tr,ru,uk,pl,id,hi,vi,da,sv,tl
718,ZYGARDE,mega,10-complete,Deactivating Zygardite,Desactivando Zygardita,Deactivating Zygardita,Avec l’objet Zygardite désactivé,Zygardeni deaktivieren,Disattivando Zygardite,Deactivating Zygardite,지가르데나이트[[를]] 통해 비활성화,ジガルデナイトを 無効に すれば,禁用了基格尔德进化石,禁用了基格爾德進化石,Deactivating Zygardite,Desactivant Zygardite,Deactivating Zygardite,Deactivating Zygardite,Деактивация Зайгардит,Deactivating Zygardite,Dezaktywując: Zygardyt,Deactivating Zygardite,Deactivating Zygardite,Vô Hiệu Hoá Zygardite,Deactivating Zygardite,Vid avaktivering av Zygardit,Deactivating Zygardite
719,DIANCIE,,mega,Activating Diancite,Activando Diancita,Activating Diancita,Avec l’objet Diancite activé,Diancienit aktivieren,Attivando Diancite,Activating Diancite,디안시나이트[[를]] 통해 폼체인지,ディアンシナイトを 有効に すれば,激活了蒂安希进化石,活化了蒂安希進化石,Activating Diancite,Activant Diancite,Activating Diancite,Activating Diancite,Активация Диансит,Activating Діанцит,Aktywując: Diancyt,Activating Diancite,Activating Diancite,Kích hoạt Diancite,Activating Diancite,Vid aktivering av Diancit,Activating Diancite
719,DIANCIE,mega,,Deactivating Diancite,Desactivando Diancita,Deactivating Diancita,Avec l’objet Diancite désactivé,Diancienit deaktivieren,Disattivando Diancite,Deactivating Diancite,디안시나이트[[를]] 통해 비활성화,ディアンシナイトを 無効に すれば,禁用了蒂安希进化石,禁用了蒂安希進化石,Deactivating Diancite,Desactivant Diancite,Deactivating Diancite,Deactivating Diancite,Деактивация Диансит,Deactivating Діанцит,Dezaktywując: Diancyt,Deactivating Diancite,Deactivating Diancite,Vô Hiệu Hoá Diancite,Deactivating Diancite,Vid avaktivering av Diancit,Deactivating Diancite
720,HOOPA,,unbound,Activating Prison Bottle,Activando Vasija Castigo,Activating Vasija de Castigo,Avec l’objet Vase Scellé activé,Banngefäß aktivieren,Attivando Vaso del Vincolo,Activating Prison Bottle,굴레의항아리[[를]] 통해 폼체인지,いましめのツボを 有効に すれば,激活了惩戒之壶,活化了懲戒之壺,Activating Prison Bottle,Activant Prison Bottle,Activating Prison Bottle,Activating Prison Bottle,Активация Тюремная Бутылка,Activating Prison Bottle,Aktywując: Prison Bottle,Activating Prison Bottle,Activating Prison Bottle,Kích hoạt Lọ Phong Ấn,Activating Prison Bottle,Vid aktivering av Fängslande flaska,Activating Prison Bottle
720,HOOPA,unbound,,Deactivating Prison Bottle,Desactivando Vasija Castigo,Deactivating Vasija de Castigo,Avec l’objet Vase Scellé désactivé,Banngefäß deaktivieren,Disattivando Vaso del Vincolo,Deactivating Prison Bottle,굴레의항아리[[를]] 통해 비활성화,いましめのツボを 無効に すれば,禁用了惩戒之壶,禁用了懲戒之壺,Deactivating Prison Bottle,Desactivant Prison Bottle,Deactivating Prison Bottle,Deactivating Prison Bottle,Деактивация Тюремная Бутылка,Deactivating Prison Bottle,Dezaktywując: Prison Bottle,Deactivating Prison Bottle,Deactivating Prison Bottle,Vô Hiệu Hoá Lọ Phong Ấn,Deactivating Prison Bottle,Vid avaktivering av Fängslande flaska,Deactivating Prison Bottle
740,CRABOMINABLE,,mega,Activating Crabominite,Activando Crabominablita,Activating Crabominablita,Avec l’objet Crabominablite activé,Krawellonit aktivieren,Attivando Crabominablite,Activating Crabominite,모단단게나이트[[를]] 통해 폼체인지,ケケンカニナイトを 有効に すれば,激活了好胜毛蟹进化石,活化了好勝毛蟹進化石,Activating Crabominite,Activant Crabominite,Activating Crabominite,Activating Crabominite,Активация Крабаминит,Activating Crabominite,Aktywując: Crabominyt,Activating Crabominite,Activating Crabominite,Kích hoạt Crabominite,Activating Crabominite,Vid aktivering av Crabominit,Activating Crabominite
740,CRABOMINABLE,mega,,Deactivating Crabominite,Desactivando Crabominablita,Deactivating Crabominablita,Avec l’objet Crabominablite désactivé,Krawellonit deaktivieren,Disattivando Crabominablite,Deactivating Crabominite,모단단게나이트[[를]] 통해 비활성화,ケケンカニナイトを 無効に すれば,禁用了好胜毛蟹进化石,禁用了好勝毛蟹進化石,Deactivating Crabominite,Desactivant Crabominite,Deactivating Crabominite,Deactivating Crabominite,Деактивация Крабаминит,Deactivating Crabominite,Dezaktywując: Crabominyt,Deactivating Crabominite,Deactivating Crabominite,Vô Hiệu Hoá Crabominite,Deactivating Crabominite,Vid avaktivering av Crabominit,Deactivating Crabominite
746,WISHIWASHI,,school,Due to its ability,Debido a su habilidad,Due to its ability,Due à son talent,Durch seine Fähigkeit,Tramite la sua abilità,Due to its ability,특성을 통해 폼체인지,特性により,由于其特性,由於其特性,Due to its ability,A causa de la seva habilitat,Due to its ability,Due to its ability,Из-за его способности,Due to its ability,Due to its ability,Due to its ability,Due to its ability,Bởi đặc tính của nó,Due to its ability,På grund av dess särdrag,Due to its ability
746,WISHIWASHI,school,,Due to its ability,Debido a su habilidad,Due to its ability,Due à son talent,Durch seine Fähigkeit,Tramite la sua abilità,Due to its ability,특성을 통해 폼체인지,特性により,由于其特性,由於其特性,Due to its ability,A causa de la seva habilitat,Due to its ability,Due to its ability,Из-за его способности,Due to its ability,Due to its ability,Due to its ability,Due to its ability,Bởi đặc tính của nó,Due to its ability,På grund av dess särdrag,Due to its ability
768,GOLISOPOD,,mega,Activating Golisopite,Activando Golisopodita,Activating Golisopodita,Avec l’objet Sarmuraïte activé,Tectassnit aktivieren,Attivando Golisopodite,Activating Golisopite,갑주무사나이트[[를]] 통해 폼체인지,グソクムシャナイトを 有効に すれば,激活了具甲武者进化石,活化了具甲武者進化石,Activating Golisopite,Activant Golisopite,Activating Golisopite,Activating Golisopite,Активация Голисопит,Activating Golisopite,Aktywując: Golisopodyt,Activating Golisopite,Activating Golisopite,Kích hoạt Golisopite,Activating Golisopite,Vid aktivering av Golisopit,Activating Golisopite
768,GOLISOPOD,mega,,Deactivating Golisopite,Desactivando Golisopodita,Deactivating Golisopodita,Avec l’objet Sarmuraïte désactivé,Tectassnit deaktivieren,Disattivando Golisopodite,Deactivating Golisopite,갑주무사나이트[[를]] 통해 비활성화,グソクムシャナイトを 無効に すれば,禁用了具甲武者进化石,禁用了具甲武者進化石,Deactivating Golisopite,Desactivant Golisopite,Deactivating Golisopite,Deactivating Golisopite,Деактивация Голисопит,Deactivating Golisopite,Dezaktywując: Golisopodyt,Deactivating Golisopite,Deactivating Golisopite,Vô Hiệu Hoá Golisopite,Deactivating Golisopite,Vid avaktivering av Golisopit,Deactivating Golisopite
773,SILVALLY,normal,fighting,Activating Fighting Memory,Activando Disco Lucha,Activating Disco Pelea,Avec l’objet ROM Combat activé,Kampf-Disc aktivieren,Attivando ROM Lotta,Activating Fighting Memory,파이팅메모리[[를]] 통해 폼체인지,ファイトメモリを 有効に すれば,激活了战斗存储碟,活化了戰鬥記憶碟,Activating เมมโมรีต่อสู้,Activant Fighting Memory,Activating Fighting Memory,Activating Fighting Memory,Активация Боевая Память,Activating Fighting Memory,Aktywując: Fighting Memory,Activating Fighting Memory,Activating Fighting Memory,Kích hoạt Kí Ức Giác Đấu,Activating Fighting Memory,Vid aktivering av Minnesdisk: NÄVE,Activating Fighting Memory
773,SILVALLY,normal,flying,Activating Flying Memory,Activando Disco Volador,Activating Disco Volador,Avec l’objet ROM Vol activé,Flug-Disc aktivieren,Attivando ROM Volante,Activating Flying Memory,플라잉메모리[[를]] 통해 폼체인지,フライングメモリを 有効に すれば,激活了飞翔存储碟,活化了飛翔記憶碟,Activating เมมโมรีบิน,Activant Flying Memory,Activating Flying Memory,Activating Flying Memory,Активация Летающая Память,Activating Flying Memory,Aktywując: Flying Memory,Activating Flying Memory,Activating Flying Memory,Kích hoạt Kí Ức Bay,Activating Flying Memory,Vid aktivering av Minnesdisk: LUFT,Activating Flying Memory
773,SILVALLY,normal,poison,Activating Poison Memory,Activando Disco Veneno,Activating Disco Veneno,Avec l’objet ROM Poison activé,Gift-Disc aktivieren,Attivando ROM Veleno,Activating Poison Memory,포이즌메모리[[를]] 통해 폼체인지,ポイズンメモリを 有効に すれば,激活了毒存储碟,活化了毒記憶碟,Activating เมมโมรีพิษ,Activant Poison Memory,Activating Poison Memory,Activating Poison Memory,Активация Ядовитая Память,Activating Poison Memory,Aktywując: Poison Memory,Activating Poison Memory,Activating Poison Memory,Kích hoạt Kí Ức Độc,Activating Poison Memory,Vid aktivering av Minnesdisk: PEST,Activating Poison Memory
773,SILVALLY,normal,ground,Activating Ground Memory,Activando Disco Tierra,Activating Disco Tierra,Avec l’objet ROM Sol activé,Boden-Disc aktivieren,Attivando ROM Terra,Activating Ground Memory,그라운드메모리[[를]] 통해 폼체인지,グラウンドメモリを 有効に すれば,激活了大地存储碟,活化了大地記憶碟,Activating เมมโมรีดิน,Activant Ground Memory,Activating Ground Memory,Activating Ground Memory,Активация Наземная Память,Activating Ground Memory,Aktywując: Ground Memory,Activating Ground Memory,Activating Ground Memory,Kích hoạt Kí Ức Đất,Activating Ground Memory,Vid aktivering av Minnesdisk: JORD,Activating Ground Memory
773,SILVALLY,normal,rock,Activating Rock Memory,Activando Disco Roca,Activating Disco Roca,Avec l’objet ROM Roche activé,Gesteins-Disc aktivieren,Attivando ROM Roccia,Activating Rock Memory,록메모리[[를]] 통해 폼체인지,ロックメモリを 有効に すれば,激活了岩石存储碟,活化了岩石記憶碟,Activating เมมโมรีหิน,Activant Rock Memory,Activating Rock Memory,Activating Rock Memory,Активация Каменная Память,Activating Rock Memory,Aktywując: Rock Memory,Activating Rock Memory,Activating Rock Memory,Kích hoạt Kí Ức Đá,Activating Rock Memory,Vid aktivering av Minnesdisk: BERG,Activating Rock Memory
773,SILVALLY,normal,bug,Activating Bug Memory,Activando Disco Bicho,Activating Disco Insecto,Avec l’objet ROM Insecte activé,Käfer-Disc aktivieren,Attivando ROM Coleottero,Activating Bug Memory,버그메모리[[를]] 통해 폼체인지,バグメモリを 有効に すれば,激活了虫子存储碟,活化了蟲子記憶碟,Activating เมมโมรีแมลง,Activant Bug Memory,Activating Bug Memory,Activating Bug Memory,Активация Память Насекомых,Activating Bug Memory,Aktywując: Bug Memory,Activating Bug Memory,Activating Bug Memory,Kích hoạt Kí Ức Côn Trùng,Activating Bug Memory,Vid aktivering av Minnesdisk: KRYP,Activating Bug Memory
773,SILVALLY,normal,ghost,Activating Ghost Memory,Activando Disco Fantasma,Activating Disco Fantasma,Avec l’objet ROM Spectre activé,Geister-Disc aktivieren,Attivando ROM Spettro,Activating Ghost Memory,고스트메모리[[를]] 통해 폼체인지,ゴーストメモリを 有効に すれば,激活了幽灵存储碟,活化了幽靈記憶碟,Activating เมมโมรีผี,Activant Ghost Memory,Activating Ghost Memory,Activating Ghost Memory,Активация Призрачная Память,Activating Ghost Memory,Aktywując: Ghost Memory,Activating Ghost Memory,Activating Ghost Memory,Kích hoạt Kí Ức Ma,Activating Ghost Memory,Vid aktivering av Minnesdisk: ANDE,Activating Ghost Memory
773,SILVALLY,normal,steel,Activating Steel Memory,Activando Disco Acero,Activating Disco Acero,Avec l’objet ROM Acier activé,Stahl-Disc aktivieren,Attivando ROM Acciaio,Activating Steel Memory,스틸메모리[[를]] 통해 폼체인지,スチールメモリを 有効に すれば,激活了钢铁存储碟,活化了鋼鐵記憶碟,Activating เมมโมรีโลหะ,Activant Steel Memory,Activating Steel Memory,Activating Steel Memory,Активация Стальная Память,Activating Steel Memory,Aktywując: Steel Memory,Activating Steel Memory,Activating Steel Memory,Kích hoạt Kí Ức Thép,Activating Steel Memory,Vid aktivering av Minnesdisk: JÄRN,Activating Steel Memory
773,SILVALLY,normal,fire,Activating Fire Memory,Activando Disco Fuego,Activating Disco Fuego,Avec l’objet ROM Feu activé,Feuer-Disc aktivieren,Attivando ROM Fuoco,Activating Fire Memory,파이어메모리[[를]] 통해 폼체인지,ファイヤーメモリを 有効に すれば,激活了火焰存储碟,活化了火焰記憶碟,Activating เมมโมรีไฟ,Activant Fire Memory,Activating Fire Memory,Activating Fire Memory,Активация Огненная Память,Activating Fire Memory,Aktywując: Fire Memory,Activating Fire Memory,Activating Fire Memory,Kích hoạt Kí Ức Lửa,Activating Fire Memory,Vid aktivering av Minnesdisk: HETT,Activating Fire Memory
773,SILVALLY,normal,water,Activating Water Memory,Activando Disco Agua,Activating Disco Agua,Avec l’objet ROM Eau activé,Wasser-Disc aktivieren,Attivando ROM Acqua,Activating Water Memory,워터메모리[[를]] 통해 폼체인지,ウオーターメモリを 有効に すれば,激活了清水存储碟,活化了清水記憶碟,Activating เมมโมรีน้ำ,Activant Water Memory,Activating Water Memory,Activating Water Memory,Активация Водная Память,Activating Water Memory,Aktywując: Water Memory,Activating Water Memory,Activating Water Memory,Kích hoạt Kí Ức Nước,Activating Water Memory,Vid aktivering av Minnesdisk: BLÖT,Activating Water Memory
